Datetime,Close,High,Low,Open,Volume
2024-01-02 14:30:00+00:00,4736.259765625,4745.2001953125,4730.9501953125,4745.2001953125,0
2024-01-02 15:30:00+00:00,4741.1201171875,4742.43994140625,4731.169921875,4736.10009765625,292380245
2024-01-02 16:30:00+00:00,4747.5498046875,4751.22021484375,4740.89013671875,4741.1201171875,217999404
2024-01-02 17:30:00+00:00,4744.7998046875,4754.330078125,4740.919921875,4747.5498046875,185937425
2024-01-02 18:30:00+00:00,4737.02001953125,4747.22021484375,4733.669921875,4744.81005859375,194942000
2024-01-02 19:30:00+00:00,4726.7900390625,4738.33984375,4722.669921875,4736.97021484375,240464000
2024-01-02 20:30:00+00:00,4743.0400390625,4744.14013671875,4724.669921875,4726.75,362206000
2024-01-03 14:30:00+00:00,4713.2099609375,4726.58984375,4709.56005859375,4725.06982421875,481921433
2024-01-03 15:30:00+00:00,4714.77978515625,4716.81982421875,4704.72021484375,4712.8701171875,288877597
2024-01-03 16:30:00+00:00,4713.14013671875,4715.35986328125,4707.43994140625,4714.7900390625,209994008
2024-01-03 17:30:00+00:00,4721.22021484375,4725.02001953125,4712.27978515625,4713.259765625,186819962
2024-01-03 18:30:00+00:00,4727.41015625,4728.83984375,4708.02978515625,4721.2001953125,202877000
2024-01-03 19:30:00+00:00,4710.47021484375,4729.2900390625,4707.9501953125,4727.41015625,237776000
2024-01-03 20:30:00+00:00,4704.14990234375,4715.490234375,4699.7099609375,4710.5400390625,363315000
2024-01-04 14:30:00+00:00,4715.08984375,4718.58984375,4696.14990234375,4697.419921875,0
2024-01-04 15:30:00+00:00,4723.66015625,4726.77978515625,4713.72998046875,4715.08984375,280999809
2024-01-04 16:30:00+00:00,4712.93017578125,4725.3798828125,4710.3798828125,4723.77978515625,215631549
2024-01-04 17:30:00+00:00,4710.27001953125,4713.14013671875,4704.0,4713.0400390625,167294785
2024-01-04 18:30:00+00:00,4702.85009765625,4711.68994140625,4702.72021484375,4710.27978515625,169020000
2024-01-04 19:30:00+00:00,4699.81005859375,4707.2099609375,4698.080078125,4702.8701171875,213660000
2024-01-04 20:30:00+00:00,4689.7001953125,4703.77001953125,4687.52978515625,4699.81005859375,358302000
2024-01-05 14:30:00+00:00,4712.64013671875,4721.490234375,4688.68994140625,4690.56982421875,0
2024-01-05 15:30:00+00:00,4708.93994140625,4721.4599609375,4708.5,4712.6201171875,263299710
2024-01-05 16:30:00+00:00,4690.7001953125,4710.85986328125,4690.10009765625,4708.919921875,194092894
2024-01-05 17:30:00+00:00,4695.3701171875,4695.7099609375,4684.22021484375,4690.7900390625,166703757
2024-01-05 18:30:00+00:00,4699.27001953125,4706.419921875,4695.41015625,4695.41015625,182035000
2024-01-05 19:30:00+00:00,4686.7099609375,4701.81982421875,4682.81982421875,4699.27001953125,215023000
2024-01-05 20:30:00+00:00,4696.66015625,4699.85986328125,4682.10986328125,4686.6298828125,322924000
2024-01-08 14:30:00+00:00,4717.25,4717.27978515625,4699.990234375,4703.7001953125,0
2024-01-08 15:30:00+00:00,4721.169921875,4724.75,4717.22021484375,4717.22021484375,263865717
2024-01-08 16:30:00+00:00,4724.64013671875,4729.52978515625,4721.240234375,4721.240234375,208525868
2024-01-08 17:30:00+00:00,4731.14990234375,4734.2001953125,4724.2900390625,4724.66015625,170452787
2024-01-08 18:30:00+00:00,4746.58984375,4746.85009765625,4731.06005859375,4731.169921875,189786000
2024-01-08 19:30:00+00:00,4753.759765625,4756.83984375,4746.60009765625,4746.60009765625,237688000
2024-01-08 20:30:00+00:00,4762.740234375,4764.5400390625,4753.27978515625,4753.919921875,346947000
2024-01-09 14:30:00+00:00,4742.02978515625,4746.169921875,4730.35009765625,4741.93017578125,0
2024-01-09 15:30:00+00:00,4749.7998046875,4749.990234375,4739.14013671875,4741.9599609375,252771068
2024-01-09 16:30:00+00:00,4758.85986328125,4760.33984375,4747.56005859375,4749.75,214505168
2024-01-09 17:30:00+00:00,4755.27978515625,4765.47021484375,4754.8701171875,4758.83984375,183500964
2024-01-09 18:30:00+00:00,4752.89990234375,4762.75,4748.66015625,4755.2099609375,199425000
2024-01-09 19:30:00+00:00,4754.31005859375,4758.669921875,4749.02001953125,4752.919921875,231442000
2024-01-09 20:30:00+00:00,4755.8701171875,4758.39013671875,4746.93017578125,4754.27001953125,341809000
2024-01-10 14:30:00+00:00,4764.06982421875,4770.89013671875,4756.2001953125,4759.93994140625,0
2024-01-10 15:30:00+00:00,4764.75,4769.47998046875,4761.56005859375,4764.06005859375,249652443
2024-01-10 16:30:00+00:00,4767.97998046875,4768.35009765625,4762.08984375,4764.75,188074524
