Date,Close,High,Low,Open,Volume
2009-01-02,931.7999877929688,934.72998046875,899.3499755859375,902.989990234375,4048270000
2009-01-05,927.4500122070312,936.6300048828125,919.530029296875,929.1699829101562,5413910000
2009-01-06,934.7000122070312,943.8499755859375,927.280029296875,931.1699829101562,5392620000
2009-01-07,906.6500244140625,927.4500122070312,902.3699951171875,927.4500122070312,4704940000
2009-01-08,909.72998046875,910.0,896.8099975585938,905.72998046875,4991550000
2009-01-09,890.3499755859375,911.9299926757812,888.3099975585938,909.9099731445312,4716500000
2009-01-12,870.260009765625,890.4000244140625,864.3200073242188,890.4000244140625,4725050000
2009-01-13,871.7899780273438,877.02001953125,862.02001953125,869.7899780273438,5567460000
2009-01-14,842.6199951171875,867.280029296875,836.9299926757812,867.280029296875,5407880000
2009-01-15,843.739990234375,851.5900268554688,817.0399780273438,841.989990234375,7807350000
2009-01-16,850.1199951171875,858.1300048828125,830.6599731445312,844.4500122070312,6786040000
2009-01-20,805.219970703125,849.6400146484375,804.469970703125,849.6400146484375,6375230000
2009-01-21,840.239990234375,841.719970703125,804.2999877929688,806.77001953125,6467830000
2009-01-22,827.5,839.739990234375,811.2899780273438,839.739990234375,5843830000
2009-01-23,831.9500122070312,838.6099853515625,806.0700073242188,822.1599731445312,5832160000
2009-01-26,836.5700073242188,852.530029296875,827.6900024414062,832.5,6039940000
2009-01-27,845.7100219726562,850.4500122070312,835.4000244140625,837.2999877929688,5353260000
2009-01-28,874.0900268554688,877.8599853515625,845.72998046875,845.72998046875,6199180000
2009-01-29,845.1400146484375,868.8900146484375,844.1500244140625,868.8900146484375,5067060000
2009-01-30,825.8800048828125,851.6599731445312,821.6699829101562,845.6900024414062,5350580000
2009-02-02,825.4400024414062,830.780029296875,812.8699951171875,823.0900268554688,5673270000
2009-02-03,838.510009765625,842.5999755859375,821.97998046875,825.6900024414062,5886310000
2009-02-04,832.22998046875,851.8499755859375,829.1799926757812,837.77001953125,6420450000
2009-02-05,845.8499755859375,850.5499877929688,819.9099731445312,831.75,6624030000
2009-02-06,868.5999755859375,870.75,845.4199829101562,846.0900268554688,6484100000
2009-02-09,869.8900146484375,875.010009765625,861.6500244140625,868.239990234375,5574370000
2009-02-10,827.1599731445312,868.0499877929688,822.989990234375,866.8699951171875,6770170000
2009-02-11,833.739990234375,838.219970703125,822.2999877929688,827.4099731445312,5926460000
2009-02-12,835.1900024414062,835.47998046875,808.0599975585938,829.9099731445312,6476460000
2009-02-13,826.8400268554688,839.4299926757812,825.2100219726562,833.9500122070312,5296650000
2009-02-17,789.1699829101562,818.6099853515625,789.1699829101562,818.6099853515625,5907820000
2009-02-18,788.4199829101562,796.1699829101562,780.4299926757812,791.0599975585938,5740710000
2009-02-19,778.9400024414062,797.5800170898438,777.030029296875,787.9099731445312,5746940000
2009-02-20,770.0499877929688,778.6900024414062,754.25,775.8699951171875,8210590000
2009-02-23,743.3300170898438,777.8499755859375,742.3699951171875,773.25,6509300000
