Date,Close,High,Low,Open,Volume
2003-01-02,909.030029296875,909.030029296875,879.8200073242188,879.8200073242188,1229200000
2003-01-03,908.5900268554688,911.25,903.0700073242188,909.030029296875,1130800000
2003-01-06,929.010009765625,931.77001953125,908.5900268554688,908.5900268554688,1435900000
2003-01-07,922.9299926757812,930.8099975585938,919.9299926757812,929.010009765625,1545200000
2003-01-08,909.9299926757812,922.9299926757812,908.3200073242188,922.9299926757812,1467600000
2003-01-09,927.5700073242188,928.3099975585938,909.9299926757812,909.9299926757812,1560300000
2003-01-10,927.5700073242188,932.8900146484375,917.6599731445312,927.5800170898438,1485400000
2003-01-13,926.260009765625,935.0499877929688,922.0499877929688,927.5700073242188,1396300000
2003-01-14,931.6599731445312,931.6599731445312,921.719970703125,926.260009765625,1379400000
2003-01-15,918.219970703125,932.5900268554688,916.7000122070312,931.6599731445312,1432100000
2003-01-16,914.5999755859375,926.030029296875,911.97998046875,918.219970703125,1534600000
2003-01-17,901.780029296875,914.5999755859375,899.02001953125,914.5999755859375,1358200000
2003-01-21,887.6199951171875,906.0,887.6199951171875,901.780029296875,1335200000
2003-01-22,878.3599853515625,889.739990234375,877.6400146484375,887.6199951171875,1560800000
2003-01-23,887.3400268554688,890.25,876.8900146484375,878.3599853515625,1744550000
2003-01-24,861.4000244140625,887.3400268554688,859.7100219726562,887.3400268554688,1574800000
2003-01-27,847.47998046875,863.9500122070312,844.25,861.4000244140625,1435900000
2003-01-28,858.5399780273438,860.760009765625,847.47998046875,847.47998046875,1459100000
2003-01-29,864.3599853515625,868.719970703125,845.8599853515625,858.5399780273438,1595400000
2003-01-30,844.6099853515625,865.47998046875,843.739990234375,864.3599853515625,1510300000
2003-01-31,855.7000122070312,858.3300170898438,840.3400268554688,844.6099853515625,1578530000
2003-02-03,860.3200073242188,864.6400146484375,855.7000122070312,855.7000122070312,1258500000
2003-02-04,848.2000122070312,860.3200073242188,840.1900024414062,860.3200073242188,1451600000
