Date,Close,High,Low,Open,Volume
2007-01-03,1416.5999755859375,1429.4200439453125,1407.8599853515625,1418.030029296875,3429160000
2007-01-04,1418.3399658203125,1421.8399658203125,1408.4300537109375,1416.5999755859375,3004460000
2007-01-05,1409.7099609375,1418.3399658203125,1405.75,1418.3399658203125,2919400000
2007-01-08,1412.8399658203125,1414.97998046875,1403.969970703125,1409.260009765625,2763340000
2007-01-09,1412.1099853515625,1415.6099853515625,1405.4200439453125,1412.8399658203125,3038380000
2007-01-10,1414.8499755859375,1415.989990234375,1405.3199462890625,1408.699951171875,2764660000
2007-01-11,1423.8199462890625,1427.1199951171875,1414.8399658203125,1414.8399658203125,2857870000
2007-01-12,1430.72998046875,1431.22998046875,1422.5799560546875,1423.8199462890625,2686480000
2007-01-16,1431.9000244140625,1433.9300537109375,1428.6199951171875,1430.72998046875,2599530000
2007-01-17,1430.6199951171875,1435.27001953125,1428.5699462890625,1431.77001953125,2690270000
2007-01-18,1426.3699951171875,1432.9599609375,1424.2099609375,1430.5899658203125,2822430000
2007-01-19,1430.5,1431.5699462890625,1425.18994140625,1426.3499755859375,2777480000
2007-01-22,1422.949951171875,1431.3900146484375,1420.4000244140625,1430.469970703125,2540120000
2007-01-23,1427.989990234375,1431.3299560546875,1421.6600341796875,1422.949951171875,2975070000
2007-01-24,1440.1300048828125,1440.1400146484375,1427.9599609375,1427.9599609375,2783180000
2007-01-25,1423.9000244140625,1440.68994140625,1422.3399658203125,1440.1199951171875,2994330000
2007-01-26,1422.1800537109375,1427.27001953125,1416.9599609375,1423.9000244140625,2626620000
2007-01-29,1420.6199951171875,1426.93994140625,1418.4599609375,1422.030029296875,2730480000
2007-01-30,1428.8199462890625,1428.8199462890625,1420.6099853515625,1420.6099853515625,2706250000
2007-01-31,1438.239990234375,1441.6099853515625,1424.780029296875,1428.6500244140625,2976690000
2007-02-01,1445.93994140625,1446.6400146484375,1437.9000244140625,1437.9000244140625,2914890000
2007-02-02,1448.3900146484375,1449.3299560546875,1444.489990234375,1445.93994140625,2569450000
2007-02-05,1446.989990234375,1449.3800048828125,1443.8499755859375,1448.3299560546875,2439430000
2007-02-06,1448.0,1450.18994140625,1443.4000244140625,1446.97998046875,2608710000
2007-02-07,1450.02001953125,1452.989990234375,1446.43994140625,1447.4100341796875,2618820000
2007-02-08,1448.31005859375,1450.449951171875,1442.81005859375,1449.989990234375,2816180000
2007-02-09,1438.06005859375,1452.449951171875,1433.43994140625,1448.25,2951810000
2007-02-12,1433.3699951171875,1439.1099853515625,1431.43994140625,1438.0,2395680000
2007-02-13,1444.260009765625,1444.4100341796875,1433.219970703125,1433.219970703125,2652150000
2007-02-14,1455.300048828125,1457.6500244140625,1443.9100341796875,1443.9100341796875,2699290000
2007-02-15,1456.81005859375,1457.969970703125,1453.18994140625,1455.1500244140625,2490920000
2007-02-16,1455.5400390625,1456.77001953125,1451.5699462890625,1456.77001953125,2399450000
2007-02-20,1459.6800537109375,1460.530029296875,1449.199951171875,1455.530029296875,2337860000
2007-02-21,1457.6300048828125,1459.5999755859375,1452.02001953125,1459.5999755859375,2606980000
2007-02-22,1456.3800048828125,1461.5699462890625,1450.510009765625,1457.2900390625,1950770000
2007-02-23,1451.18994140625,1456.219970703125,1448.3599853515625,1456.219970703125,2579950000
2007-02-26,1449.3699951171875,1456.949951171875,1445.47998046875,1451.0400390625,2822170000
2007-02-27,1399.0400390625,1449.25,1389.4200439453125,1449.25,4065230000
2007-02-28,1406.8199462890625,1415.8900146484375,1396.6500244140625,1398.6400146484375,3925250000
2007-03-01,1403.1700439453125,1409.4599609375,1380.8699951171875,1406.800048828125,3874910000
2007-03-02,1387.1700439453125,1403.4000244140625,1386.8699951171875,1403.1600341796875,3312260000
2007-03-05,1374.1199951171875,1391.8599853515625,1373.969970703125,1387.1099853515625,3480520000
2007-03-06,1395.4100341796875,1397.9000244140625,1374.06005859375,1374.06005859375,3358160000
2007-03-07,1391.969970703125,1401.1600341796875,1390.6400146484375,1395.02001953125,3141350000
2007-03-08,1401.8900146484375,1407.9300537109375,1391.8800048828125,1391.8800048828125,3014850000
2007-03-09,1402.8399658203125,1410.1500244140625,1397.300048828125,1401.8900146484375,2623050000
2007-03-12,1406.5999755859375,1409.3399658203125,1398.4000244140625,1402.800048828125,2664000000
